"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2022","763.18","751.34","763.73","747.74","896.50M","1.65%"
"07/12/2022","750.78","762.18","762.18","747.74","766.36M","-2.12%"
"07/11/2022","767.04","767.89","774.35","763.14","779.20M","0.07%"
"07/08/2022","766.48","764.98","770.92","764.02","850.96M","1.12%"
"07/07/2022","757.97","750.98","759.03","750.67","809.54M","1.79%"
"07/06/2022","744.63","750.04","759.88","743.61","742.27M","-0.84%"
"07/05/2022","750.95","729.40","750.98","728.32","936.69M","3.90%"
"07/04/2022","722.73","733.35","736.73","712.53","867.47M","-0.93%"
"07/01/2022","729.48","748.20","753.45","724.20","798.82M","-2.14%"
"06/30/2022","745.44","762.45","762.45","744.24","910.03M","-2.22%"
"06/29/2022","762.35","759.21","765.79","753.32","819.57M","-0.93%"
"06/28/2022","769.51","770.69","774.80","759.83","978.29M","-0.14%"
"06/27/2022","770.60","758.00","774.57","754.62","893.32M","2.71%"
"06/24/2022","750.30","719.47","750.41","719.47","837.12M","5.03%"
"06/23/2022","714.38","747.49","751.99","714.38","1.26B","-4.36%"
"06/22/2022","746.96","783.21","785.23","746.94","1.09B","-4.03%"
"06/21/2022","778.30","774.80","782.55","764.69","1.03B","1.09%"
"06/20/2022","769.92","804.48","804.89","763.22","989.36M","-3.60%"
"06/17/2022","798.69","787.97","798.85","780.96","972.93M","-0.43%"
"06/16/2022","802.15","812.95","822.31","800.56","997.61M","0.34%"
"06/15/2022","799.41","822.27","826.30","795.42","1.20B","-2.93%"
"06/14/2022","823.58","816.25","826.50","804.38","1.27B","-0.63%"
"06/13/2022","828.77","852.74","852.74","828.76","1.26B","-4.72%"
"06/10/2022","869.86","869.10","872.09","865.96","1.21B","-0.83%"
"06/09/2022","877.18","873.22","877.18","867.20","1.27B","0.25%"
"06/08/2022","874.95","877.77","880.73","873.61","1.34B","0.13%"
"06/07/2022","873.78","889.07","889.09","873.09","1.12B","-1.99%"
"06/03/2022","891.51","897.08","899.01","890.20","1.20B","0.04%"
"06/02/2022","891.14","890.47","892.98","888.45","1.18B","-0.25%"
"05/31/2022","893.36","888.44","893.42","884.11","1.32B","0.78%"
"05/30/2022","886.44","882.17","886.44","881.46","1.02B","1.43%"
"05/27/2022","873.97","881.41","883.36","873.21","1.28B","0.29%"
"05/26/2022","871.43","876.19","885.12","868.81","947.42M","-0.14%"
"05/25/2022","872.69","869.19","877.71","861.92","989.30M","0.88%"
"05/24/2022","865.07","881.55","883.11","865.05","1.10B","-2.10%"
"05/23/2022","883.59","883.78","884.39","878.90","1.08B","0.42%"
"05/20/2022","879.88","866.76","880.17","866.76","1.08B","1.86%"
"05/19/2022","863.80","853.23","866.61","849.59","1.17B","-0.89%"
"05/18/2022","871.57","872.19","876.82","868.28","1.06B","0.65%"
"05/17/2022","865.98","857.28","866.21","856.30","913.81M","1.14%"
"05/16/2022","856.25","862.24","866.47","855.45","1.01B","0.37%"
"05/13/2022","853.08","839.52","853.34","839.52","1.01B","2.33%"
"05/12/2022","833.66","855.46","857.75","833.24","1.07B","-3.77%"
"05/11/2022","866.34","853.73","866.81","852.23","1.08B","1.19%"
"05/10/2022","856.14","848.08","858.43","831.59","1.27B","-0.55%"
"05/09/2022","860.84","880.34","880.78","859.73","1.12B","-2.64%"
"05/06/2022","884.22","888.54","892.43","883.31","1.14B","-1.76%"
"05/04/2022","900.06","911.16","911.97","899.34","1.36B","-0.83%"
"05/03/2022","907.57","905.05","912.67","905.05","1.64B","0.64%"
"05/02/2022","901.82","894.03","903.26","892.54","1.23B","-0.32%"
"04/29/2022","904.75","895.64","904.76","894.62","1.46B","1.40%"
"04/28/2022","892.22","900.43","902.02","889.30","1.55B","-0.44%"
"04/27/2022","896.18","898.02","898.02","888.97","1.86B","-1.64%"
"04/26/2022","911.16","906.59","913.29","906.59","1.63B","1.26%"
"04/25/2022","899.84","909.53","911.53","899.83","1.43B","-2.49%"
"04/22/2022","922.78","922.77","924.16","916.65","1.38B","-0.74%"
"04/21/2022","929.68","930.45","934.26","929.54","1.40B","0.08%"
"04/20/2022","928.93","933.29","933.37","927.29","1.26B","-0.28%"
"04/19/2022","931.56","922.60","931.56","922.60","1.30B","1.45%"
"04/18/2022","918.23","921.69","923.51","917.53","1.10B","-0.67%"
"04/15/2022","924.44","921.53","925.13","916.91","1.30B","-0.38%"
"04/14/2022","928.01","930.69","931.81","925.61","1.17B","0.08%"
"04/13/2022","927.31","915.89","927.33","913.92","1.11B","1.48%"
"04/12/2022","913.82","914.28","916.76","905.18","1.14B","-0.87%"
"04/11/2022","921.83","932.48","934.61","920.75","943.67M","-1.38%"
"04/08/2022","934.73","931.98","935.68","924.73","906.47M","0.73%"
"04/07/2022","927.95","936.92","936.92","925.91","1.18B","-1.61%"
"04/06/2022","943.13","944.27","947.41","939.82","1.41B","-0.98%"
"04/05/2022","952.47","950.89","953.06","949.46","1.64B","0.54%"
"04/04/2022","947.32","940.47","947.33","938.45","1.09B","0.72%"
"04/01/2022","940.57","940.49","942.22","936.86","1.25B","-0.42%"
"03/31/2022","944.53","936.66","944.92","936.20","1.42B","0.58%"
"03/30/2022","939.07","942.08","943.30","936.91","1.54B","0.13%"
"03/29/2022","937.83","932.86","937.83","930.34","1.46B","1.16%"
"03/28/2022","927.11","934.18","934.18","926.55","1.37B","-0.81%"
"03/25/2022","934.69","936.94","937.69","933.09","1.57B","0.32%"
"03/24/2022","931.75","926.29","931.87","920.69","1.38B","0.13%"
"03/23/2022","930.57","929.35","933.27","927.02","1.44B","0.64%"
"03/22/2022","924.67","916.70","924.72","914.33","1.39B","0.68%"
"03/21/2022","918.40","926.86","926.86","917.93","1.33B","-0.49%"
"03/18/2022","922.96","915.29","922.99","912.00","1.20B","0.97%"
"03/17/2022","914.13","903.75","916.22","903.75","1.46B","2.50%"
"03/16/2022","891.80","881.89","891.80","879.68","1.35B","2.36%"
"03/15/2022","871.22","870.33","874.73","866.47","1.19B","-0.14%"
"03/14/2022","872.44","893.18","893.18","870.81","1.15B","-2.16%"
"03/11/2022","891.71","888.57","894.99","887.28","1.13B","0.30%"
"03/10/2022","889.08","885.05","892.55","884.98","987.43M","2.18%"
"03/08/2022","870.14","869.05","881.30","864.69","981.99M","-1.29%"
"03/07/2022","881.54","889.95","889.95","878.45","865.67M","-2.16%"
"03/04/2022","900.96","908.47","909.24","896.84","1.00B","-1.25%"
"03/03/2022","912.32","901.28","912.35","899.85","1.06B","1.88%"
"03/02/2022","895.45","880.62","896.80","879.03","1.04B","1.63%"
"02/28/2022","881.07","870.27","881.07","868.91","1.07B","0.93%"
"02/25/2022","872.98","864.72","872.98","863.47","1.37B","2.92%"
"02/24/2022","848.21","869.24","870.58","847.86","1.68B","-3.32%"
"02/23/2022","877.33","873.32","879.98","870.25","1.08B","1.06%"
"02/22/2022","868.11","869.08","878.33","865.23","1.10B","-1.83%"
"02/21/2022","884.25","871.23","884.26","865.58","865.99M","0.29%"
"02/18/2022","881.71","862.19","882.01","860.81","953.40M","0.86%"
"02/17/2022","874.22","879.12","890.78","858.78","1.17B","-0.45%"
"02/16/2022","878.15","857.54","878.15","857.54","876.75M","4.55%"
"02/15/2022","839.92","855.62","860.40","837.83","1.04B","-1.51%"
"02/14/2022","852.79","864.49","867.24","850.28","889.90M","-2.81%"
"02/11/2022","877.42","885.31","889.42","877.28","1.03B","-2.04%"
"02/10/2022","895.68","914.65","914.92","893.21","858.88M","-1.63%"
"02/09/2022","910.53","904.07","910.53","900.86","890.47M","1.70%"
"02/08/2022","895.27","900.70","907.24","887.54","1.18B","-0.46%"
"02/07/2022","899.40","905.96","905.96","893.91","901.97M","-0.38%"
"02/04/2022","902.87","888.51","902.87","886.93","1.05B","1.26%"
"02/03/2022","891.60","887.85","898.37","887.02","1.08B","2.15%"
"01/28/2022","872.87","852.57","872.87","835.55","1.03B","2.78%"
"01/27/2022","849.23","884.23","885.00","847.34","1.17B","-3.73%"
"01/26/2022","882.09","892.01","900.38","881.68","1.12B","-0.83%"
"01/25/2022","889.44","920.95","923.07","883.17","1.29B","-2.84%"
"01/24/2022","915.40","935.13","935.13","911.02","1.04B","-2.91%"
"01/21/2022","942.85","950.67","958.38","937.48","1.13B","-1.65%"
"01/20/2022","958.70","934.00","958.70","933.97","1.04B","2.66%"
"01/19/2022","933.90","935.06","944.81","929.15","1.22B","-1.06%"
"01/18/2022","943.94","959.98","969.17","942.11","1.07B","-1.46%"
"01/17/2022","957.90","971.81","971.81","954.82","1.11B","-1.39%"
"01/14/2022","971.39","971.11","977.69","967.19","1.37B","-1.21%"
"01/13/2022","983.25","994.55","994.55","981.31","1.24B","-0.82%"
"01/12/2022","991.33","978.69","991.71","978.69","1.16B","2.21%"
"01/11/2022","969.92","982.44","985.13","962.91","1.28B","-1.07%"
"01/10/2022","980.38","992.49","992.49","976.41","1.27B","-1.49%"
"01/07/2022","995.16","986.18","997.02","986.18","1.47B","1.52%"
"01/06/2022","980.30","993.60","1,003.01","979.83","1.46B","-2.90%"
"01/05/2022","1,009.62","1,029.12","1,029.12","1,007.84","1.50B","-2.14%"
"01/04/2022","1,031.66","1,041.07","1,041.29","1,025.23","1.32B","-0.59%"
"01/03/2022","1,037.83","1,038.97","1,039.67","1,030.57","1.05B","0.37%"
"12/30/2021","1,033.98","1,029.74","1,034.87","1,021.59","907.42M","0.58%"
"12/29/2021","1,028.05","1,028.46","1,034.05","1,022.73","950.94M","0.06%"
"12/28/2021","1,027.44","1,016.29","1,027.45","1,014.39","1.29B","1.59%"
"12/27/2021","1,011.36","1,008.90","1,013.70","1,006.87","1.15B","0.39%"
"12/24/2021","1,007.42","1,008.05","1,010.98","1,005.61","1.24B","0.41%"
"12/23/2021","1,003.31","1,004.45","1,007.42","1,001.48","1.44B","0.32%"
"12/22/2021","1,000.13","1,004.10","1,005.23","999.05","1.18B","0.35%"
"12/21/2021","996.60","994.53","997.30","982.43","1.37B","0.61%"
"12/20/2021","990.51","1,001.17","1,004.75","990.51","1.01B","-1.07%"
"12/17/2021","1,001.26","1,001.51","1,005.36","995.93","1.10B","-0.65%"
"12/16/2021","1,007.86","1,013.05","1,016.32","1,006.90","1.34B","0.43%"
"12/15/2021","1,003.52","1,002.18","1,007.44","999.21","1.13B","0.07%"
"12/14/2021","1,002.81","1,001.11","1,007.73","996.85","1.08B","-0.31%"
"12/13/2021","1,005.96","1,014.27","1,014.90","1,005.96","1.34B","-0.55%"
"12/10/2021","1,011.57","1,016.34","1,018.42","1,010.02","1.15B","-1.10%"
"12/09/2021","1,022.87","1,009.29","1,022.87","1,009.29","1.06B","1.67%"
"12/08/2021","1,006.04","1,006.61","1,012.64","1,003.92","1.07B","0.94%"
"12/07/2021","996.64","996.89","999.52","991.07","1.02B","0.48%"
"12/06/2021","991.87","990.07","994.15","980.87","1.06B","-0.66%"
"12/03/2021","998.47","981.65","998.49","977.91","1.21B","2.15%"
"12/02/2021","977.43","967.34","978.16","961.98","1.09B","0.03%"
"12/01/2021","977.15","969.90","977.73","949.86","1.08B","1.19%"
"11/30/2021","965.63","1,003.04","1,004.83","960.84","1.36B","-2.69%"
"11/29/2021","992.34","986.64","1,002.79","980.26","1.35B","-1.35%"
"11/26/2021","1,005.89","1,017.90","1,021.15","999.40","1.24B","-0.96%"
"11/25/2021","1,015.66","1,023.41","1,025.90","1,015.62","1.10B","-0.44%"
"11/24/2021","1,020.13","1,015.23","1,021.13","1,003.19","1.02B","0.63%"
"11/23/2021","1,013.72","1,024.33","1,029.08","1,012.95","1.04B","-1.80%"
"11/22/2021","1,032.31","1,043.55","1,045.36","1,023.13","1.32B","-0.92%"
"11/19/2021","1,041.92","1,032.07","1,042.40","1,029.54","1.27B","0.89%"
"11/18/2021","1,032.77","1,033.16","1,034.51","1,018.13","1.47B","0.15%"
"11/17/2021","1,031.26","1,039.36","1,039.36","1,028.02","1.41B","-0.41%"
"11/16/2021","1,035.46","1,029.35","1,035.98","1,027.07","995.27M","0.62%"
"11/15/2021","1,029.03","1,016.35","1,029.07","1,016.16","932.60M","1.98%"
"11/12/2021","1,009.07","999.29","1,009.15","998.14","856.02M","1.65%"
"11/11/2021","992.65","981.42","994.69","979.68","1.11B","0.50%"
"11/10/2021","987.75","1,006.59","1,006.90","983.82","1.48B","-2.07%"
"11/09/2021","1,008.68","1,002.51","1,010.79","1,002.51","1.25B","0.62%"
"11/08/2021","1,002.50","999.08","1,003.18","988.36","1.25B","0.11%"
"11/05/2021","1,001.35","1,006.04","1,006.04","995.35","1.25B","-0.01%"
"11/04/2021","1,001.43","1,012.62","1,015.72","995.73","1.23B","-0.36%"
"11/03/2021","1,005.00","1,011.20","1,013.68","1,003.66","1.10B","-0.44%"
"11/02/2021","1,009.44","1,000.96","1,012.20","1,000.96","1.40B","1.09%"
"11/01/2021","998.57","995.56","1,001.25","994.28","1.17B","0.63%"
"10/29/2021","992.33","1,004.91","1,005.19","991.03","1.32B","-0.78%"
"10/28/2021","1,000.13","1,008.93","1,011.50","999.59","1.31B","-0.87%"
"10/27/2021","1,008.95","1,012.91","1,013.17","1,006.03","1.27B","-0.28%"
"10/26/2021","1,011.76","1,000.32","1,011.76","1,000.29","1.33B","1.75%"
"10/25/2021","994.31","994.75","995.39","986.55","1.06B","-0.08%"
"10/22/2021","995.07","992.22","1,000.15","989.43","1.16B","0.14%"
"10/21/2021","993.70","1,003.48","1,004.61","992.04","1.56B","-0.79%"
"10/20/2021","1,001.62","1,009.11","1,011.55","1,001.10","1.55B","-0.37%"
"10/19/2021","1,005.35","997.57","1,005.35","997.10","1.38B","1.16%"
"10/18/2021","993.86","992.57","997.92","985.14","1.19B","0.34%"
"10/15/2021","990.54","990.24","992.16","981.83","1.37B","0.72%"
"10/14/2021","983.43","960.58","983.63","960.52","1.19B","3.14%"
"10/13/2021","953.47","939.40","954.63","939.28","1.05B","1.42%"
"10/12/2021","940.15","951.12","951.12","936.95","1.14B","-1.36%"
"10/08/2021","953.11","959.81","961.72","948.02","1.34B","-0.03%"
"10/07/2021","953.43","932.65","953.48","932.32","1.35B","3.37%"
"10/06/2021","922.36","962.62","967.67","922.36","1.65B","-3.46%"
"10/05/2021","955.37","974.24","974.24","950.09","1.35B","-2.83%"
"10/01/2021","983.20","998.70","1,002.68","982.26","1.37B","-2.00%"
"09/30/2021","1,003.27","1,001.92","1,010.03","999.58","1.29B","0.18%"
"09/29/2021","1,001.46","994.61","1,004.85","989.07","1.31B","-1.09%"
"09/28/2021","1,012.51","1,034.04","1,034.07","1,012.51","1.40B","-2.16%"
"09/27/2021","1,034.82","1,037.21","1,039.63","1,031.93","1.05B","-0.21%"
"09/24/2021","1,037.03","1,040.43","1,045.21","1,034.80","1.31B","0.07%"
"09/23/2021","1,036.26","1,040.38","1,043.58","1,036.25","968.17M","-0.94%"
"09/17/2021","1,046.12","1,040.73","1,046.13","1,033.69","1.16B","0.64%"
"09/16/2021","1,039.43","1,047.85","1,048.37","1,037.72","1.13B","-0.32%"
"09/15/2021","1,042.79","1,039.57","1,044.26","1,038.80","1.44B","0.49%"
"09/14/2021","1,037.74","1,029.57","1,038.94","1,028.40","1.16B","1.11%"
"09/13/2021","1,026.34","1,036.86","1,037.50","1,023.98","1.26B","-1.11%"
"09/10/2021","1,037.91","1,035.86","1,039.73","1,026.97","1.38B","0.32%"
"09/09/2021","1,034.62","1,033.97","1,042.04","1,027.64","1.41B","-0.25%"
"09/08/2021","1,037.22","1,053.46","1,053.46","1,037.22","1.48B","-1.63%"
"09/07/2021","1,054.43","1,054.03","1,054.76","1,049.80","1.57B","0.14%"
"09/06/2021","1,052.96","1,056.30","1,056.30","1,049.27","1.33B","-0.08%"
"09/03/2021","1,053.85","1,049.81","1,054.53","1,047.12","1.44B","0.64%"
"09/02/2021","1,047.19","1,048.15","1,048.20","1,042.36","1.29B","0.12%"
"09/01/2021","1,045.98","1,038.09","1,046.00","1,035.09","1.15B","0.74%"
"08/31/2021","1,038.33","1,032.77","1,038.33","1,026.36","1.24B","0.63%"
"08/30/2021","1,031.84","1,030.65","1,035.77","1,027.84","1.18B","0.81%"
"08/27/2021","1,023.51","1,017.36","1,027.26","1,014.10","1.30B","0.30%"
"08/26/2021","1,020.44","1,020.85","1,026.26","1,015.91","1.08B","0.26%"
"08/25/2021","1,017.78","1,017.96","1,017.96","1,006.98","1.23B","0.45%"
"08/24/2021","1,013.18","1,002.19","1,015.09","1,000.72","1.33B","2.01%"
"08/23/2021","993.18","977.87","996.23","969.48","993.51M","2.61%"
"08/20/2021","967.90","997.02","1,000.67","964.02","1.27B","-2.35%"
"08/19/2021","991.15","1,013.93","1,022.77","991.13","1.40B","-2.93%"
"08/18/2021","1,021.08","1,006.80","1,022.09","999.26","1.10B","0.99%"
"08/17/2021","1,011.05","1,039.66","1,039.66","1,009.21","1.18B","-2.86%"
"08/13/2021","1,040.78","1,054.28","1,054.46","1,024.48","1.37B","-1.26%"
"08/12/2021","1,054.09","1,054.16","1,058.41","1,052.21","1.09B","0.21%"
"08/11/2021","1,051.92","1,050.48","1,057.03","1,048.70","1.31B","-0.01%"
"08/10/2021","1,052.07","1,060.90","1,060.90","1,048.98","1.69B","-0.75%"
"08/09/2021","1,060.00","1,059.29","1,061.78","1,054.58","1.35B","0.02%"
"08/06/2021","1,059.80","1,061.32","1,062.03","1,055.64","1.35B","0.02%"
"08/05/2021","1,059.54","1,050.45","1,060.14","1,050.32","1.37B","1.11%"
"08/04/2021","1,047.93","1,038.96","1,047.93","1,035.98","1.49B","1.14%"
"08/03/2021","1,036.11","1,038.91","1,041.76","1,029.05","1.50B","-0.16%"
"08/02/2021","1,037.80","1,033.17","1,038.49","1,029.26","1.20B","0.65%"
"07/30/2021","1,031.14","1,044.28","1,044.36","1,029.19","1.34B","-1.24%"
"07/29/2021","1,044.13","1,040.45","1,044.79","1,039.26","1.21B","0.82%"
"07/28/2021","1,035.68","1,043.19","1,048.78","1,030.04","1.42B","-1.04%"
"07/27/2021","1,046.55","1,050.87","1,053.46","1,045.66","1.55B","-0.10%"
"07/26/2021","1,047.63","1,059.91","1,060.21","1,045.27","1.27B","-0.75%"
"07/23/2021","1,055.50","1,053.01","1,059.18","1,053.01","1.39B","0.50%"
"07/22/2021","1,050.25","1,046.51","1,051.94","1,046.51","1.62B","0.79%"
"07/21/2021","1,042.03","1,051.73","1,051.95","1,041.44","1.32B","-0.15%"
"07/20/2021","1,043.64","1,040.99","1,049.20","1,036.14","1.65B","-0.59%"
"07/19/2021","1,049.83","1,049.51","1,051.45","1,046.90","1.40B","-0.20%"
"07/16/2021","1,051.98","1,053.85","1,053.95","1,044.70","1.73B","-0.22%"
"07/15/2021","1,054.31","1,046.57","1,055.82","1,046.57","2.06B","0.89%"
"07/14/2021","1,044.98","1,043.50","1,045.45","1,038.68","1.71B","0.16%"
"07/13/2021","1,043.31","1,035.68","1,044.64","1,035.68","1.71B","0.84%"
"07/12/2021","1,034.64","1,030.36","1,037.01","1,030.36","1.72B","0.55%"
"07/09/2021","1,028.93","1,031.78","1,031.78","1,013.91","2.19B","-0.54%"
"07/08/2021","1,034.48","1,047.96","1,049.95","1,028.14","1.87B","-1.23%"
"07/07/2021","1,047.36","1,045.00","1,050.31","1,042.42","1.69B","0.23%"
"07/06/2021","1,044.96","1,047.60","1,049.24","1,043.51","1.96B","-0.23%"
"07/05/2021","1,047.33","1,039.79","1,048.16","1,039.79","1.74B","0.88%"
"07/02/2021","1,038.18","1,036.28","1,038.54","1,033.94","1.69B","0.25%"
"07/01/2021","1,035.64","1,030.48","1,036.47","1,028.48","1.69B","0.55%"
"06/30/2021","1,029.96","1,023.74","1,030.94","1,023.74","2.09B","0.73%"
"06/29/2021","1,022.52","1,019.64","1,026.83","1,019.28","2.06B","0.45%"
"06/28/2021","1,017.91","1,013.47","1,018.76","1,013.47","1.59B","0.57%"
"06/25/2021","1,012.13","1,013.97","1,018.98","1,011.31","1.34B","-0.05%"
"06/24/2021","1,012.62","1,017.11","1,019.35","1,010.18","1.86B","-0.38%"
"06/23/2021","1,016.46","1,012.78","1,020.85","1,012.78","1.86B","0.48%"
"06/22/2021","1,011.56","1,012.01","1,016.70","1,008.11","1.61B","0.06%"
"06/21/2021","1,010.99","1,014.59","1,014.59","1,006.83","1.51B","-0.48%"
"06/18/2021","1,015.88","1,004.57","1,016.33","1,004.57","1.85B","1.21%"
"06/17/2021","1,003.72","998.27","1,004.70","994.76","1.88B","0.52%"
"06/16/2021","998.49","997.68","1,000.43","995.35","1.44B","0.11%"
"06/15/2021","997.37","998.05","999.53","993.64","1.64B","0.00%"
"06/14/2021","997.41","992.80","998.85","991.93","1.41B","0.63%"
"06/11/2021","991.13","989.39","993.90","989.15","1.55B","0.34%"
"06/10/2021","987.77","979.52","993.08","979.47","1.82B","0.92%"
"06/09/2021","978.79","986.59","989.15","978.79","1.69B","-0.74%"
"06/08/2021","986.12","986.43","988.35","982.75","1.87B","0.03%"
"06/07/2021","985.86","989.16","993.06","982.14","1.95B","-0.17%"
"06/04/2021","987.58","990.16","990.16","983.02","2.15B","-0.26%"
