현재가,거래량,체결시간,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
+76500,1277259,20231226140000,+76500,+76600,+76500,,,,,,,
+76600,2482469,20231226130000,+76500,+76600,+76300,,,,,,,
+76400,578043,20231226120000,+76400,+76500,+76400,,,,,,,
+76500,1193858,20231226110000,+76300,+76500,+76300,,,,,,,
+76400,1060144,20231226100000,+76400,+76500,+76300,,,,,,,
+76400,4203376,20231226090000,+76100,+76500,-75700,,,,,,,
+75900,1631818,20231222150000,+76000,+76000,+75800,,,,,,,
+75900,2058958,20231222140000,+75800,+76000,+75800,,,,,,,
+75900,1154845,20231222130000,+75900,+75900,+75800,,,,,,,
+75900,1179627,20231222120000,+75700,+75900,+75700,,,,,,,
+75700,1221278,20231222110000,+75500,+75800,+75500,,,,,,,
+75600,1406017,20231222100000,+75600,+75800,+75500,,,,,,,
+75500,5824465,20231222090000,+75800,+76300,+75400,,,,,,,
+75000,2527499,20231221150000,+74900,+75000,74800,,,,,,,
+74900,1604806,20231221140000,-74600,+74900,-74500,,,,,,,
-74600,1252160,20231221130000,74800,74800,-74500,,,,,,,
74800,980933,20231221120000,-74600,74800,-74600,,,,,,,
-74600,1020159,20231221110000,-74500,-74700,-74500,,,,,,,
-74600,2001963,20231221100000,-74700,+74900,-74500,,,,,,,
-74700,3971942,20231221090000,-74600,+75000,-74300,,,,,,,
+74800,2606267,20231220150000,+74600,+74900,+74600,,,,,,,
+74700,4915025,20231220140000,+74300,+74700,+74200,,,,,,,
+74300,1029661,20231220130000,+74200,+74300,+74100,,,,,,,
+74200,1588272,20231220120000,+74000,+74300,+74000,,,,,,,
+74100,3044299,20231220110000,+73900,+74300,+73900,,,,,,,
+73900,878795,20231220100000,+74000,+74000,+73900,,,,,,,
+74000,2768602,20231220090000,+74200,+74200,+73800,,,,,,,
+73400,1857994,20231219150000,+73100,+73400,+73100,,,,,,,
+73100,1213500,20231219140000,+73000,+73200,72900,,,,,,,
+73000,790785,20231219130000,+73000,+73100,72900,,,,,,,
+73000,995760,20231219120000,+73100,+73200,72900,,,,,,,
+73100,990889,20231219110000,72900,+73100,-72800,,,,,,,
72900,761887,20231219100000,-72800,+73000,-72800,,,,,,,
-72800,2272782,20231219090000,+73000,+73200,-72800,,,,,,,
-72900,1632208,20231218150000,-73000,-73100,-72900,,,,,,,
-73100,1044198,20231218140000,-73100,-73200,-73000,,,,,,,
-73200,1088663,20231218130000,-73100,73300,-73000,,,,,,,
-73100,1220847,20231218120000,-73200,73300,-73000,,,,,,,
73300,974435,20231218110000,-72900,73300,-72900,,,,,,,
-72900,1195296,20231218100000,-73000,-73100,-72800,,,,,,,
-73000,2342277,20231218090000,73300,+73400,-73000,,,,,,,
+73300,3687769,20231215150000,+73300,+73400,+73300,,,,,,,
+73300,1904026,20231215140000,+73500,+73600,+73200,,,,,,,
+73500,1564465,20231215130000,+73700,+73700,+73500,,,,,,,
+73700,1689263,20231215120000,+73600,+73800,+73500,,,,,,,
+73600,974647,20231215110000,+73700,+73800,+73600,,,,,,,
+73600,1866116,20231215100000,+74000,+74000,+73600,,,,,,,
+73900,3200274,20231215090000,+73800,+74000,+73500,,,,,,,
+73100,7941462,20231214150000,-72600,+73100,-72500,,,,,,,
-72700,3695076,20231214140000,+73200,+73300,-72600,,,,,,,
+73300,2048879,20231214130000,+73400,+73500,+73200,,,,,,,
+73400,1781815,20231214120000,+73500,+73600,+73100,,,,,,,
+73600,2087351,20231214110000,+73800,+73900,+73400,,,,,,,
