현재가,거래량,체결시간,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
-75900,2303169,20240524130000,-76000,-76100,-75900,,,,,,,
-76100,2428168,20240524120000,-76300,-76400,-76000,,,,,,,
-76400,1376770,20240524110000,-76400,-76500,-76300,,,,,,,
-76500,2608205,20240524100000,-76700,-76800,-76400,,,,,,,
-76800,12817047,20240524090000,-76800,-77000,-75700,,,,,,,
+78300,2162570,20240523150000,+78600,+78700,+78300,,,,,,,
+78600,1581258,20240523140000,+78700,+78800,+78500,,,,,,,
+78700,2447627,20240523130000,+79000,+79100,+78400,,,,,,,
+78900,2647039,20240523120000,+78300,+79000,+78300,,,,,,,
+78300,3138495,20240523110000,-77400,+78800,-77300,,,,,,,
-77300,1565875,20240523100000,-77300,-77400,-77200,,,,,,,
-77200,5051991,20240523090000,77700,+78100,-77100,,,,,,,
-77700,2047944,20240522150000,-78000,-78000,-77700,,,,,,,
-78000,2591377,20240522140000,-77900,-78100,-77700,,,,,,,
-77900,1816413,20240522130000,-78100,-78200,-77800,,,,,,,
-78100,2681482,20240522120000,78400,+78700,-78100,,,,,,,
-78300,1516291,20240522110000,+78500,+78500,-78100,,,,,,,
78400,3041202,20240522100000,-78000,+78700,-77900,,,,,,,
-77900,5481236,20240522090000,-78100,-78200,-77300,,,,,,,
-78400,1975308,20240521150000,-78200,-78500,-78200,,,,,,,
-78200,1567708,20240521140000,-78400,-78500,-78200,,,,,,,
-78400,1414544,20240521130000,-78400,-78500,-78200,,,,,,,
-78500,866429,20240521120000,-78600,-78700,-78400,,,,,,,
-78600,1568996,20240521110000,-78600,78900,-78400,,,,,,,
-78700,2237840,20240521100000,-78500,+79000,-78500,,,,,,,
-78600,3639701,20240521090000,-78500,-78800,-78200,,,,,,,
+78900,2335917,20240520150000,+78800,+78900,+78400,,,,,,,
+78700,2538110,20240520140000,+78600,+78900,+78500,,,,,,,
+78600,1959031,20240520130000,+78300,+78800,+78200,,,,,,,
+78300,2436070,20240520120000,+78500,+78600,+77900,,,,,,,
+78500,1179243,20240520110000,+78400,+78600,+78300,,,,,,,
+78400,1767829,20240520100000,+78700,+78700,+78300,,,,,,,
+78700,6107530,20240520090000,+78100,+79100,+77900,,,,,,,
-77400,1986926,20240517150000,-77300,-77500,-77300,,,,,,,
-77400,1439312,20240517140000,-77300,-77500,-77300,,,,,,,
-77300,1281428,20240517130000,-77300,-77400,-77200,,,,,,,
-77300,1430054,20240517120000,-77400,-77500,-77300,,,,,,,
-77500,1513864,20240517110000,-77500,-77700,-77400,,,,,,,
-77400,3384532,20240517100000,-78100,-78100,-77400,,,,,,,
-78000,4653279,20240517090000,+78600,+78800,-77900,,,,,,,
-78200,2980813,20240516150000,-78200,+78500,-78100,,,,,,,
78300,1602987,20240516140000,+78400,+78500,-78200,,,,,,,
+78500,1591636,20240516130000,78300,+78500,-78100,,,,,,,
-78200,1360988,20240516120000,+78400,+78500,-78200,,,,,,,
+78400,1608762,20240516110000,+78500,+78600,78300,,,,,,,
+78600,3964190,20240516100000,+79500,+79600,+78400,,,,,,,
+79600,7260413,20240516090000,+80200,+80300,+79200,,,,,,,
-78300,1508918,20240514150000,-78200,-78300,-78100,,,,,,,
-78200,786139,20240514140000,-78300,78400,-78200,,,,,,,
-78200,911623,20240514130000,-78200,-78300,-78000,,,,,,,
-78100,1037303,20240514120000,-78100,-78200,-78000,,,,,,,
-78100,1316281,20240514110000,78400,+78600,-78100,,,,,,,
78400,1769879,20240514100000,-78100,+78500,-78000,,,,,,,
-78100,4102219,20240514090000,+78600,+78800,-77900,,,,,,,
-78400,1902102,20240513150000,-77800,-78400,-77700,,,,,,,
-77800,2080965,20240513140000,-77700,-78100,-77600,,,,,,,
-77700,1418395,20240513130000,-77700,-77800,-77600,,,,,,,
-77800,1322876,20240513120000,-77800,-77900,-77600,,,,,,,
-77700,1936410,20240513110000,-77800,-78000,-77700,,,,,,,
-77800,5198480,20240513100000,-78900,-79000,-77600,,,,,,,
-78900,4723140,20240513090000,+79400,+79900,-78800,,,,,,,
-79200,1629044,20240510150000,-79000,-79200,-79000,,,,,,,
-79000,2187872,20240510140000,-79200,-79500,-79000,,,,,,,
-79100,1459126,20240510130000,-79100,-79300,-79100,,,,,,,
-79200,1210653,20240510120000,-79300,-79400,-79000,,,,,,,
-79300,3344313,20240510110000,79700,+79800,-78900,,,,,,,
79700,2057050,20240510100000,79700,+80000,-79600,,,,,,,
+79800,4845542,20240510090000,+80400,+81100,-79600,,,,,,,
-79700,4851646,20240509150000,-80000,-80100,-79700,,,,,,,
-80000,2538804,20240509140000,-80000,-80200,-79800,,,,,,,
-79900,2162471,20240509130000,-80500,-80500,-79900,,,,,,,
-80400,2580574,20240509120000,-80800,-80900,-80300,,,,,,,
-80800,1499710,20240509110000,81300,81300,-80800,,,,,,,
81300,2327784,20240509100000,+81400,+81500,-80800,,,,,,,
+81400,2736627,20240509090000,-81100,+81500,-80800,,,,,,,
81300,2416146,20240508150000,-81200,+81400,-81100,,,,,,,
-81200,1517355,20240508140000,-81000,+81400,-81000,,,,,,,
-81100,1339991,20240508130000,-80800,-81200,-80800,,,,,,,
-80800,950085,20240508120000,-80900,-81000,-80800,,,,,,,
-80900,958623,20240508110000,-80900,-81100,-80800,,,,,,,
-80900,1691323,20240508100000,-80900,-81200,-80900,,,,,,,
-80900,4069758,20240508090000,-80800,-81200,-80500,,,,,,,
+81300,2696810,20240507150000,+81100,+81300,+80900,,,,,,,
+81100,3363129,20240507140000,+81000,+81200,+80900,,,,,,,
+81000,3156554,20240507130000,+80700,+81000,+80600,,,,,,,
+80600,1353020,20240507120000,+80500,+80800,+80500,,,,,,,
+80500,2085882,20240507110000,+80500,+80600,+80400,,,,,,,
+80500,3236327,20240507100000,+80300,+80600,+80200,,,,,,,
+80400,8887660,20240507090000,+79600,+80400,+79400,,,,,,,
-77600,1681315,20240503150000,-77700,-77800,-77500,,,,,,,
-77700,2469622,20240503140000,+78200,+78300,-77600,,,,,,,
+78300,953182,20240503130000,+78400,+78400,+78100,,,,,,,
+78400,1323844,20240503120000,+78300,+78500,+78200,,,,,,,
+78300,870645,20240503110000,+78300,+78400,+78100,,,,,,,
+78300,1607160,20240503100000,+78300,+78600,+78200,,,,,,,
+78300,4150805,20240503090000,+79000,+79000,78000,,,,,,,
+78000,2303890,20240502150000,+77900,+78100,+77900,,,,,,,
+77900,1484098,20240502140000,+78000,+78200,+77900,,,,,,,
+78100,1662829,20240502130000,+77800,+78200,+77700,,,,,,,
+77800,1654178,20240502120000,+78000,+78200,+77700,,,,,,,
+78000,1721115,20240502110000,+78400,+78500,+77800,,,,,,,
+78400,3717741,20240502100000,+78300,+78600,+78000,,,,,,,
+78300,6121260,20240502090000,+77600,+78300,-77300,,,,,,,
+77500,4207134,20240430150000,+77800,+77900,+77500,,,,,,,
+77900,1833600,20240430140000,+77900,+78100,+77800,,,,,,,
+78000,1379290,20240430130000,+78100,+78200,+77900,,,,,,,
+78000,1231023,20240430120000,+77900,+78100,+77800,,,,,,,
+77900,1432930,20240430110000,+77800,+78100,+77700,,,,,,,
+77800,1909720,20240430100000,+77800,+78100,+77700,,,,,,,
+77800,6825170,20240430090000,+77000,+78500,-76600,,,,,,,
76700,1673134,20240429150000,-76600,+76800,-76500,,,,,,,
-76500,2323898,20240429140000,-76400,+76800,-76200,,,,,,,
-76400,2357029,20240429130000,-76400,+76800,-76300,,,,,,,
-76400,1338605,20240429120000,-76300,-76400,-76200,,,,,,,
-76300,1501990,20240429110000,+76900,+76900,-76300,,,,,,,
+76900,1438359,20240429100000,+76800,+77000,-76500,,,,,,,
+76800,3613978,20240429090000,+77400,+77600,-76600,,,,,,,
+76700,1449015,20240426150000,+76800,+76800,+76700,,,,,,,
+76800,1226342,20240426140000,+76700,+76900,+76500,,,,,,,
+76700,1312913,20240426130000,+76800,+76900,+76500,,,,,,,
+76900,1086696,20240426120000,+77100,+77200,+76800,,,,,,,
+77000,1069410,20240426110000,+77200,+77500,+77000,,,,,,,
+77300,1974481,20240426100000,+77100,+77300,+76800,,,,,,,
+77100,4112434,20240426090000,+77800,+77900,+77000,,,,,,,
-76300,2505931,20240425150000,-76500,-76600,-76300,,,,,,,
-76600,1654050,20240425140000,-76800,-76800,-76500,,,,,,,
-76700,1970264,20240425130000,-76800,-77000,-76600,,,,,,,
-76900,793187,20240425120000,-76800,-77000,-76700,,,,,,,
-76900,1600819,20240425110000,-76800,-77100,-76700,,,,,,,
-76900,2000554,20240425100000,-77300,-77400,-76800,,,,,,,
-77300,4862307,20240425090000,-77300,-77500,-76800,,,,,,,
+78600,2211681,20240424150000,+78300,+78600,+78000,,,,,,,
+78300,2957563,20240424140000,+78600,+78700,+78200,,,,,,,
+78600,1361412,20240424130000,+78500,+78700,+78400,,,,,,,
+78400,2396570,20240424120000,+78500,+78800,+78300,,,,,,,
+78400,2203176,20240424110000,+78100,+78500,+78000,,,,,,,
+78200,2593320,20240424100000,+77800,+78200,+77800,,,,,,,
+77800,8080788,20240424090000,+77500,+78300,+77200,,,,,,,
-75500,2858871,20240423150000,-75800,-75800,-75500,,,,,,,
-75800,1963466,20240423140000,-75900,-76000,-75600,,,,,,,
-75800,1573891,20240423130000,-75900,+76200,-75700,,,,,,,
-75800,2352623,20240423120000,76100,+76300,-75800,,,,,,,
76100,806146,20240423110000,76100,+76300,-76000,,,,,,,
+76200,2255777,20240423100000,+76600,+76700,-76000,,,,,,,
+76600,6227489,20240423090000,+76400,+76800,76100,,,,,,,
-76100,3126161,20240422150000,-76000,-76400,-75900,,,,,,,
-76000,5421066,20240422140000,-75600,-76000,-75100,,,,,,,
-75700,3014786,20240422130000,-75700,-75900,-75500,,,,,,,
-75700,2143490,20240422120000,-75700,-75900,-75500,,,,,,,
-75800,4455325,20240422110000,-76200,-76200,-75500,,,,,,,
-76200,3522596,20240422100000,-76400,-76900,-76100,,,,,,,
-76400,8488323,20240422090000,-77400,-77500,-76300,,,,,,,
-77600,2371634,20240419150000,-77600,-77600,-77400,,,,,,,
-77600,2139441,20240419140000,-77700,-77900,-77400,,,,,,,
-77700,3487538,20240419130000,-77100,-77800,-77000,,,,,,,
-77000,2796323,20240419120000,-76600,-77200,-76600,,,,,,,
-76600,4925310,20240419110000,-77100,-77100,-76300,,,,,,,
-77000,5357364,20240419100000,-77400,-77700,-76900,,,,,,,
-77400,10117521,20240419090000,-78300,-78700,-77300,,,,,,,
+79600,2682181,20240418150000,+79700,+80100,+79500,,,,,,,
+79700,2532147,20240418140000,+79500,+80000,+79400,,,,,,,
+79400,1739196,20240418130000,+79300,+79700,+79100,,,,,,,
+79300,1741541,20240418120000,+79900,+79900,+79300,,,,,,,
+79900,2041175,20240418110000,+79800,+80000,+79500,,,,,,,
+79700,2388039,20240418100000,+79200,+79800,+79100,,,,,,,
+79200,6673588,20240418090000,-78800,+79500,-78300,,,,,,,
-78900,2724584,20240417150000,-79100,-79200,-78900,,,,,,,
-79100,3522139,20240417140000,+80100,+80200,-79000,,,,,,,
+80200,2553655,20240417130000,-79300,+80200,-79300,,,,,,,
-79400,1717555,20240417120000,-79400,-79700,-79300,,,,,,,
-79500,1347389,20240417110000,-79400,-79600,-79100,,,,,,,
-79500,4698848,20240417100000,80000,80000,-78900,,,,,,,
80000,5694405,20240417090000,+80700,+80800,-79900,,,,,,,
-80000,2163288,20240416150000,-80300,-80300,-80000,,,,,,,
-80300,3558247,20240416140000,-79900,-80400,-79600,,,,,,,
-79800,1713486,20240416130000,-79900,-80000,-79800,,,,,,,
-79900,2234163,20240416120000,-79900,-80000,-79600,,,,,,,
-79900,4427817,20240416110000,-79800,-80000,-79400,,,,,,,
-79900,6284885,20240416100000,-80300,-80400,-79700,,,,,,,
-80400,10619896,20240416090000,-81200,-81300,-80100,,,,,,,
-82200,1848335,20240415150000,-82400,-82500,-82200,,,,,,,
-82400,2887841,20240415140000,-81900,-82500,-81700,,,,,,,
-81800,2369686,20240415130000,-81400,-81900,-81300,,,,,,,
-81400,2286684,20240415120000,-81400,-81700,-81200,,,,,,,
-81400,2037001,20240415110000,-81700,-81900,-81400,,,,,,,
-81800,4625382,20240415100000,-81900,-82000,-81400,,,,,,,
-81900,10050560,20240415090000,-82900,-83200,-81800,,,,,,,
-83700,2694926,20240412150000,-83300,-83700,-83200,,,,,,,
-83300,2085196,20240412140000,-83400,-83500,-83200,,,,,,,
-83500,1264229,20240412130000,-83600,-83600,-83400,,,,,,,
-83600,1471486,20240412120000,-83800,-83900,-83500,,,,,,,
-83800,1176234,20240412110000,-84000,84100,-83800,,,,,,,
-84000,1524887,20240412100000,84100,+84300,-83800,,,,,,,
+84200,6746485,20240412090000,+84700,+84900,-83600,,,,,,,
+84100,5407633,20240411150000,+84400,+84500,+84000,,,,,,,
+84500,2901782,20240411140000,+84300,+84700,+84200,,,,,,,
+84200,1620243,20240411130000,+84200,+84500,+84100,,,,,,,
+84200,1784241,20240411120000,+84200,+84300,+84000,,,,,,,
+84200,1703326,20240411110000,+84200,+84400,+84100,,,,,,,
+84200,3568398,20240411100000,-83100,+84300,-83000,,,,,,,
-83100,8350666,20240411090000,-83200,-83400,-82500,,,,,,,
-83600,1486560,20240409150000,-83500,-83800,-83400,,,,,,,
-83500,2373927,20240409140000,-83700,-83900,-83200,,,,,,,
-83700,1523606,20240409130000,-83800,-83900,-83500,,,,,,,
-83800,1689435,20240409120000,-83200,-83800,-83100,,,,,,,
-83300,2992774,20240409110000,-83800,-83900,-83100,,,,,,,
-83800,2491400,20240409100000,-84300,-84400,-83800,,,,,,,
-84300,5771531,20240409090000,84500,+84900,-84000,,,,,,,
84500,1678107,20240408150000,+84900,+85000,84500,,,,,,,
+84900,2034947,20240408140000,+84700,+85000,84500,,,,,,,
+84700,1689767,20240408130000,+84700,+84800,84500,,,,,,,
+84600,1311830,20240408120000,+84700,+85000,+84600,,,,,,,
+84700,1784095,20240408110000,+85300,+85500,+84700,,,,,,,
+85300,2240130,20240408100000,+85800,+85800,+85200,,,,,,,
+85700,7765287,20240408090000,+85200,+86000,+85000,,,,,,,
-84500,1625476,20240405150000,-84400,-84500,-84300,,,,,,,
-84400,1400788,20240405140000,-84100,-84400,-84000,,,,,,,
-84100,1295640,20240405130000,-84400,-84500,-84000,,,,,,,
-84400,1052831,20240405120000,-84300,-84500,-84100,,,,,,,
-84200,1731887,20240405110000,-83900,-84300,-83900,,,,,,,
-84000,3548677,20240405100000,-84700,-84800,-83800,,,,,,,
-84700,8063043,20240405090000,-84500,-85000,-83800,,,,,,,
+85300,2889861,20240404150000,+85000,+85300,+85000,,,,,,,
+85100,1731276,20240404140000,+85000,+85100,+84900,,,,,,,
+85000,2129845,20240404130000,+84900,+85300,+84900,,,,,,,
+84900,1820125,20240404120000,+84800,+85100,+84800,,,,,,,
+84800,1906638,20240404110000,+84300,+85000,+84300,,,,,,,
+84300,5147434,20240404100000,+85200,+85300,+84300,,,,,,,
+85300,9183388,20240404090000,+85200,+85500,+84800,,,,,,,
-84100,2746838,20240403150000,-84100,-84500,-84000,,,,,,,
-84100,2817988,20240403140000,-84700,-84800,-84000,,,,,,,
-84800,3778720,20240403130000,-84600,85000,-84500,,,,,,,
-84500,1859225,20240403120000,-84200,-84700,-84100,,,,,,,
-84200,2237807,20240403110000,-84300,-84300,-83800,,,,,,,
-84200,5145733,20240403100000,-84000,-84400,-83500,,,,,,,
-84000,11543018,20240403090000,-84300,85000,-83800,,,,,,,
+85000,4020774,20240402150000,+84900,+85000,+84800,,,,,,,
+84800,4055428,20240402140000,+84700,+84900,+84700,,,,,,,
+84800,2870239,20240402130000,+84800,+84900,+84600,,,,,,,
+84700,2534733,20240402120000,+84900,+84900,+84400,,,,,,,
+84800,4461272,20240402110000,+84600,+85000,+84500,,,,,,,
+84500,8893883,20240402100000,+83700,+84700,+83600,,,,,,,
+83700,9974967,20240402090000,+82900,+83900,+82900,,,,,,,
-82000,1170314,20240401150000,-82100,-82300,-82000,,,,,,,
-82100,2771018,20240401140000,+82700,+82700,-82100,,,,,,,
+82700,1827866,20240401130000,+82800,+82900,+82500,,,,,,,
+82800,1566204,20240401120000,+82700,+82800,+82500,,,,,,,
+82700,1804594,20240401110000,+82700,+82800,+82500,,,,,,,
+82700,2281262,20240401100000,+82500,+82800,-82300,,,,,,,
82400,8616851,20240401090000,+83200,+83300,-82000,,,,,,,
+82400,2060061,20240329150000,+82400,+82500,+82300,,,,,,,
+82500,3065113,20240329140000,+82300,+82500,+82200,,,,,,,
+82300,1474880,20240329130000,+82200,+82300,+82100,,,,,,,
+82300,2667910,20240329120000,+82500,+82500,+82100,,,,,,,
+82500,3501849,20240329110000,+82200,+82500,+82100,,,,,,,
+82200,2706280,20240329100000,+81800,+82200,+81700,,,,,,,
+81900,11368963,20240329090000,+81200,+82300,+80900,,,,,,,
+80800,2805388,20240328150000,+80800,+80900,+80800,,,,,,,
+80800,2550915,20240328140000,+80900,+80900,+80700,,,,,,,
+80800,5057516,20240328130000,+80500,+81000,+80400,,,,,,,
+80400,3483090,20240328120000,+80100,+80500,+80100,,,,,,,
+80100,1783650,20240328110000,+80000,+80200,+79900,,,,,,,
+80000,2069265,20240328100000,+79900,+80000,-79600,,,,,,,
79800,7094395,20240328090000,-79400,+80300,-79200,,,,,,,
-79800,1888181,20240327150000,-79500,-79800,-79500,,,,,,,
-79500,3108134,20240327140000,-79700,-79700,-79400,,,,,,,
